"passID";"passTime";"stationID";"vehicleID";"charge"
"EKN8133296";"2021-03-04 01:44:00";"KO06";"QO77TFN61853";2.2
"EKP0033411";"2022-05-05 20:24:00";"MR06";"HR53SRO94328";13.0
"EKP1811481";"2023-05-07 15:18:00";"GF00";"LM86GYO69819";2.8
"EKP4009534";"2020-10-18 21:40:00";"NE14";"NZ35XLQ89678";1.5
"EKP6558094";"2020-01-02 10:59:00";"EG02";"DW44ZOO26361";2.5
"EKQ6039949";"2023-06-09 03:14:00";"KO01";"WY00MLL63827";1.0
"EKS0696545";"2022-04-07 04:33:00";"KO02";"QW79CHL42244";2.8
"EKS2523326";"2021-10-21 00:35:00";"OO01";"EZ65FLV39493";1.5
"EKS9045941";"2020-03-09 18:59:00";"MR02";"HE38BQH01623";2.8
"EKT4195369";"2019-02-05 10:29:00";"NE07";"IA29IQS63679";1.0
"EKT5373168";"2020-01-05 00:26:00";"MR08";"OC94ASJ72024";2.5
"EKU1129979";"2021-05-09 01:59:00";"EG03";"CR31GMR97972";1.5
"EKV2375809";"2021-10-28 02:19:00";"AO10";"DV04FQL29609";3.1
"EKV4898501";"2020-05-10 18:51:00";"MR06";"UA13YTK28483";2.8
"EKV6104583";"2020-06-09 23:36:00";"KO01";"UO75YNW62238";2.8
"EKV8129088";"2022-07-05 08:51:00";"EG04";"EZ65FLV39493";2.0
"EKV8868105";"2020-10-02 10:25:00";"OO02";"CK97FAU13897";2.5
"EKV8971530";"2021-10-31 07:36:00";"AO15";"YL27IFD65117";2.0
"EKW6616494";"2021-10-10 01:41:00";"NE00";"PM58XHX45588";1.5
"EKX0901019";"2019-05-11 15:43:00";"MR08";"SY96JDQ97089";1.0
"EKX3505515";"2021-08-05 22:41:00";"MR00";"XV91YMP27722";2.5
"EKX3834522";"2021-01-06 10:14:00";"AO06";"SY96JDQ97089";1.5
"EKX5512376";"2022-03-08 23:36:00";"NE03";"SY96JDQ97089";1.25
"EKY2586005";"2021-05-04 00:20:00";"OO03";"LC72NRN52084";3.1
"EKZ0192756";"2021-05-08 05:14:00";"EG03";"CR31GMR97972";1.5
"EKZ2443993";"2020-04-05 11:30:00";"KO03";"PM58XHX45588";2.5
"EKZ5216972";"2020-06-12 06:42:00";"GF00";"PF04UCA93312";3.1
"ELA0119039";"2019-12-26 17:37:00";"EG10";"CM15YCB60994";2.0
"ELA4690444";"2020-07-01 04:40:00";"NE00";"IA29IQS63679";1.0
"ELA7313122";"2019-12-31 01:34:00";"KO06";"MQ65WJJ60020";1.25
"ELB7153233";"2022-08-02 09:30:00";"EG01";"TE24LCO18661";1.25
"ELC1442968";"2023-06-03 22:17:00";"KO09";"KB55KTM48860";2.5
"ELC2639461";"2020-10-07 18:04:00";"AO05";"XV91YMP27722";2.8
"ELC6937445";"2020-12-24 04:41:00";"MR08";"HR53SRO94328";13.0
"ELD8955239";"2019-05-04 21:43:00";"AO12";"MX39VOS38645";2.8
"ELE2420192";"2021-11-07 04:47:00";"KO07";"TE24LCO18661";1.25
"ELF0480449";"2020-09-03 10:58:00";"GF00";"EN26OAB52983";1.25
"ELF2292489";"2021-09-08 04:18:00";"EG03";"VL67TFO75321";3.1
"ELF4130226";"2021-10-02 20:07:00";"AO16";"AY38OQF67603";2.8
"ELG4330827";"2020-11-23 08:12:00";"KO05";"ED51EWW52190";2.8
"ELG8473341";"2021-09-07 10:21:00";"NE05";"OY94SZK34436";2.5
"ELI0151406";"2021-09-03 04:49:00";"EG03";"WG11QVY31890";2.8
"ELI0385232";"2019-04-02 00:05:00";"MR08";"HE38BQH01623";2.8
"ELI5535653";"2021-09-10 00:02:00";"EG11";"IW53OQE31439";2.8
"ELI6632578";"2020-09-09 06:02:00";"KO05";"MQ65WJJ60020";1.25
"ELJ2449395";"2020-03-06 05:57:00";"AO13";"RR73DWB65452";2.8
"ELJ4612617";"2022-06-09 09:46:00";"GF00";"BY85QGR11636";2.5
"ELJ6576325";"2023-01-08 23:40:00";"EG04";"CR31GMR97972";1.5
"ELJ9999653";"2020-07-02 06:41:00";"OO05";"QX75YWC61835";2.5
"ELK0108647";"2021-06-06 17:24:00";"OO01";"RK48BOP88344";2.8
"ELK0899080";"2019-08-12 08:02:00";"OO05";"LC72NRN52084";3.1
"ELK3657180";"2021-08-02 09:35:00";"MR05";"HA82SCK64299";1.5
"ELL5851986";"2021-03-05 15:14:00";"NE16";"PD45WOT56494";1.0
"ELM1293674";"2023-05-03 05:17:00";"KO09";"QO77TFN61853";2.2
"ELN1390215";"2019-10-02 17:13:00";"NE14";"QR03XCJ37459";1.0
"ELN3643375";"2019-11-29 16:49:00";"OO05";"AY38OQF67603";2.8
"ELP4125937";"2021-02-01 11:54:00";"EG01";"JD78PQD35395";1.0
"ELP4186841";"2020-06-01 16:49:00";"GF00";"EN26OAB52983";1.25
"ELP6829235";"2021-10-20 14:42:00";"AO16";"IZ65WAT29135";2.8
"ELQ6448618";"2019-08-03 10:46:00";"MR08";"JV67MTI17124";1.0
"ELR2764769";"2022-07-01 23:24:00";"MR03";"HA82SCK64299";1.5
"ELR9590748";"2019-07-03 16:17:00";"AO13";"QN12NTR81378";2.8
"ELU5214289";"2022-11-08 16:58:00";"KO06";"KB55KTM48860";2.5
"ELU9519024";"2021-10-20 00:45:00";"GF00";"MA30QLI76818";2.5
"ELV2491151";"2023-03-08 03:31:00";"AO15";"LG64ARC91224";13.0
"ELV3766861";"2021-09-04 11:50:00";"GF00";"UF84JOS00561";2.8
"ELW7790514";"2020-03-04 12:53:00";"MR04";"UA13YTK28483";2.8
"ELX1886998";"2023-01-03 01:36:00";"EG02";"JD78PQD35395";1.0
"ELX4938541";"2020-10-26 09:10:00";"EG05";"EC02LZC49528";2.8
"ELX9005741";"2021-05-06 15:05:00";"AO08";"SU00RDZ36214";2.8
"ELY0171012";"2021-07-03 03:57:00";"EG04";"TE24LCO18661";1.25
"ELY3518460";"2020-01-08 00:17:00";"EG03";"CM15YCB60994";2.0
"ELZ4662059";"2022-12-05 17:02:00";"MR07";"UA13YTK28483";2.8
"EMA0129998";"2019-10-21 22:36:00";"NE14";"PD45WOT56494";2.0
"EMA5014134";"2019-03-06 14:11:00";"NE16";"PM58XHX45588";1.5
"EMA6261413";"2022-03-03 22:01:00";"MR07";"BI87HYL81972";1.0
"EMA9920166";"2020-04-03 22:17:00";"EG01";"JD78PQD35395";1.0
"EMB3078490";"2019-10-13 17:40:00";"OO00";"AY38OQF67603";2.8
"EMB9884205";"2022-02-04 12:13:00";"EG11";"CM15YCB60994";2.0
"EMD4350124";"2021-02-05 19:01:00";"EG06";"TE24LCO18661";1.25
"EMD7229552";"2020-12-12 12:43:00";"OO12";"LC72NRN52084";3.1
"EMD8340319";"2019-11-21 11:33:00";"AO15";"JE65QJK64802";2.8
"EME2864555";"2020-12-25 07:31:00";"OO00";"LC72NRN52084";3.1
"EME4291364";"2019-04-08 21:42:00";"MR00";"BI87HYL81972";1.0
"EMF2049757";"2021-11-06 18:48:00";"KO06";"JO50FSF60755";2.2
"EMF3973274";"2020-01-10 03:35:00";"AO01";"TE24LCO18661";2.8
"EMF7468184";"2023-04-05 10:00:00";"AO09";"QU94IGC75528";2.8
"EMF9745293";"2021-05-01 14:15:00";"KO02";"KB55KTM48860";2.5
"EMG6528942";"2019-11-21 07:52:00";"OO13";"EE22TMX10817";2.0
"EMG8195496";"2023-02-07 13:25:00";"EG09";"JD78PQD35395";2.0
"EMH2711431";"2020-11-18 04:19:00";"OO07";"QR03XCJ37459";2.8
"EMI0407839";"2020-04-08 21:31:00";"AO17";"LG64ARC91224";13.0
"EMI7522138";"2020-10-30 22:57:00";"OO11";"LC72NRN52084";3.1
"EMJ0545511";"2021-05-01 13:57:00";"OO00";"LC72NRN52084";3.1
"EMJ3378498";"2019-09-02 19:19:00";"OO04";"LC72NRN52084";3.1
"EMJ4991717";"2021-05-06 22:06:00";"MR00";"KF48RSD79865";2.8
"EMJ6756011";"2022-05-06 03:48:00";"GF00";"LM86GYO69819";2.8
"EMK4550823";"2021-08-10 11:29:00";"KO03";"IX01MVL33676";2.5
"EMK9464442";"2021-05-04 05:15:00";"GF00";"AT19HLV57173";13.0
"EML6356926";"2021-10-28 13:35:00";"MR07";"MA30QLI76818";1.25
"EML7965642";"2021-03-02 13:56:00";"OO13";"AY38OQF67603";2.8
"EML9254266";"2021-08-01 05:13:00";"AO01";"DV04FQL29609";3.1
"EMM6555433";"2022-05-07 05:37:00";"KO02";"KB55KTM48860";2.5
"EMN5364928";"2019-12-28 01:37:00";"GF00";"IO09FGE68100";2.8
"EMN7949413";"2020-12-02 19:14:00";"AO00";"CP56DAO45598";2.8
"EMO2659649";"2020-09-05 10:40:00";"EG09";"TV81MAQ99005";2.8
"EMO7529031";"2021-04-06 04:16:00";"AO06";"BM25PHF40639";13.0
"EMP5341292";"2020-07-06 23:56:00";"KO05";"HR53SRO94328";3.1
"EMP6091899";"2023-03-09 16:49:00";"GF00";"WU78BMX13511";1.0
"EMP9289437";"2021-07-06 10:39:00";"MR02";"QN23UHH39091";2.8
"EMQ1931879";"2020-07-07 13:26:00";"GF00";"IO09FGE68100";2.8
"EMR1051233";"2021-09-06 04:59:00";"AO07";"LG64ARC91224";13.0
"EMR2640958";"2019-08-07 22:42:00";"GF00";"YX66XYW62640";3.1
"EMR7407146";"2020-10-14 04:34:00";"OO01";"QH15HWX24570";1.0
"EMS1001375";"2023-06-04 01:57:00";"NE13";"FY47TUN40300";1.0
"EMS6772840";"2023-03-08 09:47:00";"KO07";"WY00MLL63827";1.0
"EMT5817585";"2021-01-08 10:38:00";"AO15";"OC94ASJ72024";1.0
"EMU0220175";"2021-01-05 05:45:00";"EG03";"TE24LCO18661";1.25
"EMU1785828";"2019-05-10 14:15:00";"NE12";"PM58XHX45588";1.5
"EMV4049756";"2022-06-07 18:15:00";"GF00";"QN12NTR81378";2.8
"EMV6944837";"2020-10-23 14:37:00";"NE10";"VX68BAR38623";1.5
"EMV8501423";"2020-11-29 23:48:00";"AO15";"EC02LZC49528";2.8
"EMV8950722";"2020-12-04 12:07:00";"OO04";"AT19HLV57173";2.8
"EMW8578942";"2022-05-08 07:44:00";"KO02";"MQ65WJJ60020";1.25
"EMX3369948";"2022-05-08 03:08:00";"KO03";"OC94ASJ72024";2.5
"EMX3385987";"2020-08-09 05:10:00";"MR01";"QO68DIC93032";2.5
"EMX7508565";"2019-01-04 16:40:00";"NE08";"NY14GZR94632";2.8
"EMX7779471";"2019-05-04 15:13:00";"MR06";"QN23UHH39091";2.8
"EMY8184988";"2020-03-03 11:53:00";"EG05";"IW53OQE31439";2.8
"EMZ0322184";"2020-12-30 13:08:00";"AO18";"DV04FQL29609";3.1
"EMZ6487482";"2021-01-02 02:52:00";"NE02";"VX68BAR38623";1.5
"EMZ6852492";"2019-12-13 08:09:00";"AO18";"UO75YNW62238";2.8
"EMZ7267297";"2021-09-08 01:47:00";"NE10";"UP28MBM38391";1.0
"ENA3859218";"2020-05-03 04:11:00";"EG11";"CM15YCB60994";2.0
"ENA4222799";"2021-09-05 10:14:00";"NE04";"VX68BAR38623";1.5
"ENA7155616";"2020-09-02 23:10:00";"OO09";"QR03XCJ37459";2.8
"ENA7349189";"2020-04-05 14:28:00";"KO03";"HA82SCK64299";1.5
"ENB4674511";"2021-09-06 00:52:00";"MR03";"EZ65FLV39493";2.8
"ENB5560399";"2019-07-07 14:06:00";"EG08";"DW44ZOO26361";2.5
"ENB6928691";"2019-01-04 22:38:00";"NE06";"QP02SYE47964";2.8
"ENB8285446";"2023-03-09 03:13:00";"EG09";"CM15YCB60994";2.0
"ENC3313131";"2021-10-01 05:41:00";"KO06";"MQ65WJJ60020";1.25
"END1713293";"2021-04-09 23:16:00";"EG06";"IW53OQE31439";2.8
"ENE1249830";"2020-08-01 15:07:00";"EG06";"IA29IQS63679";1.5
"ENH0799110";"2020-04-05 01:55:00";"OO00";"IN99SEN20660";2.5
"ENH3222677";"2020-08-01 10:50:00";"NE15";"NZ35XLQ89678";1.5
"ENI1730904";"2020-02-12 09:32:00";"OO12";"RV87TIY76692";2.2
"ENI5879697";"2022-07-08 14:09:00";"EG00";"QP02SYE47964";1.25
"ENJ0930189";"2020-07-02 04:41:00";"GF00";"QN12NTR81378";2.8
"ENJ3718996";"2019-10-12 10:14:00";"NE10";"IA29IQS63679";1.0
"ENJ5030718";"2022-01-08 01:11:00";"NE09";"NZ35XLQ89678";1.5
"ENJ7209578";"2021-06-05 07:37:00";"NE09";"HW75BKT77773";2.2
"ENK1870553";"2019-05-02 18:06:00";"EG09";"TZ48CCW54765";3.1
"ENK4962842";"2019-10-04 01:33:00";"MR04";"UA13YTK28483";2.8
"ENK7060436";"2021-12-04 19:38:00";"KO04";"ED51EWW52190";2.8
"ENK8249149";"2021-06-04 15:29:00";"EG05";"TE24LCO18661";1.25
"ENL3033359";"2019-04-03 17:35:00";"MR08";"RR98KQE80731";1.25
"ENL9797343";"2022-08-09 17:52:00";"MR00";"HE38BQH01623";2.8
"ENM0102040";"2023-01-04 14:12:00";"GF00";"WU78BMX13511";1.0
"ENM7660140";"2019-07-10 16:49:00";"MR03";"BI87HYL81972";1.0
"ENN1171904";"2020-04-07 04:58:00";"NE00";"NZ35XLQ89678";1.5
"ENN2704155";"2022-10-09 11:48:00";"GF00";"PF04UCA93312";3.1
"ENN4267927";"2020-10-01 06:10:00";"OO06";"LC72NRN52084";3.1
"ENN7264108";"2019-02-06 17:52:00";"EG05";"IX01MVL33676";1.5
"ENO7664883";"2022-08-01 03:16:00";"AO15";"DV04FQL29609";3.1
"ENO9603836";"2021-11-13 22:44:00";"OO01";"AY38OQF67603";2.8
"ENP1864756";"2020-02-07 11:25:00";"MR08";"BZ76ROL87339";1.5
"ENP3936393";"2023-05-03 17:44:00";"KO04";"UO75YNW62238";2.8
"ENQ2984958";"2020-10-10 15:57:00";"AO09";"AY38OQF67603";2.8
"ENQ3576175";"2020-05-05 14:47:00";"OO13";"VJ92OYV94295";2.5
"ENQ7480951";"2021-09-01 15:31:00";"EG04";"DW44ZOO26361";2.5
"ENR0122289";"2023-01-01 03:37:00";"EG12";"HE38BQH01623";2.8
"ENR2420520";"2021-05-04 08:34:00";"MR00";"HR53SRO94328";13.0
"ENS8326534";"2021-11-10 20:48:00";"NE03";"EG95RTB75032";2.8
"ENT1465404";"2021-09-09 10:00:00";"MR04";"EZ65FLV39493";2.8
"ENT2443014";"2021-12-06 20:02:00";"OO05";"JF94VYA88954";2.8
"ENT2775816";"2020-12-25 02:42:00";"KO00";"ED51EWW52190";2.8
"ENT3068871";"2020-11-19 14:56:00";"OO00";"LC72NRN52084";3.1
"ENU3903687";"2022-07-05 03:00:00";"MR01";"HA82SCK64299";1.5
"ENU7901224";"2020-02-12 16:41:00";"OO04";"JF94VYA88954";2.8
"ENV2325001";"2019-10-20 01:22:00";"OO04";"KB55KTM48860";2.5
"ENV7130726";"2020-06-12 18:11:00";"AO08";"RR73DWB65452";2.8
"ENV7927192";"2022-06-03 16:44:00";"MR03";"HR53SRO94328";13.0
"ENW8209092";"2021-02-10 01:37:00";"KO08";"ZY93PCY41868";1.5
"ENX0532022";"2021-09-05 23:51:00";"NE13";"LC72NRN52084";2.8
"ENY4436664";"2021-11-09 10:52:00";"OO08";"QR03XCJ37459";2.8
"ENY5403294";"2019-05-07 07:01:00";"KO07";"QO77TFN61853";2.2
"ENY8274617";"2021-10-06 14:54:00";"EG07";"WG11QVY31890";1.5
"EOA2006185";"2019-12-07 11:25:00";"OO02";"LC72NRN52084";3.1
"EOB4688627";"2021-05-02 12:08:00";"OO05";"LC72NRN52084";3.1
"EOC5613604";"2021-03-01 19:54:00";"AO04";"SY96JDQ97089";1.5
"EOC9507057";"2021-10-02 07:49:00";"NE12";"EG95RTB75032";2.8
"EOD2141968";"2020-02-08 09:07:00";"AO10";"RR73DWB65452";2.8
"EOD4503107";"2021-08-07 13:37:00";"MR02";"XE59BZM26378";2.2
"EOE0762501";"2020-11-30 13:33:00";"MR06";"KF48RSD79865";2.8
"EOE6270641";"2019-09-02 14:43:00";"NE16";"IN99SEN20660";2.5
"EOE6332118";"2020-07-09 21:30:00";"EG09";"EC02LZC49528";2.8
"EOF0118055";"2022-03-04 02:24:00";"NE05";"EG95RTB75032";2.8
"EOG3624525";"2020-10-03 02:37:00";"AO10";"DO24BCW15511";2.8
"EOG6780717";"2021-08-01 11:40:00";"OO13";"AT19HLV57173";2.8
"EOG8778649";"2021-08-08 08:31:00";"OO06";"XV40HUQ04740";1.0
"EOH8278896";"2020-05-04 13:12:00";"KO04";"DO24BCW15511";1.25
"EOH8733311";"2020-01-11 05:37:00";"MR00";"QN23UHH39091";2.8
"EOH9867738";"2021-04-05 16:22:00";"MR07";"QO68DIC93032";2.5
"EOI1544855";"2019-09-07 02:31:00";"OO11";"EM54HQI58682";2.8
"EOI2133959";"2021-06-12 02:46:00";"AO11";"OC94ASJ72024";1.0
"EOI2690377";"2022-01-08 16:59:00";"AO08";"WU78BMX13511";2.8
"EOJ6446861";"2022-02-07 01:16:00";"MR04";"QH15HWX24570";3.1
"EOJ6930673";"2022-02-01 10:49:00";"MR06";"HE38BQH01623";2.8
"EOJ9603949";"2022-11-01 08:53:00";"KO08";"MQ65WJJ60020";1.25
"EOK0245850";"2021-09-11 16:07:00";"KO02";"ZY93PCY41868";1.5
"EOK3002735";"2020-08-01 08:41:00";"EG07";"IW53OQE31439";2.8
"EOK7354818";"2022-04-09 12:02:00";"NE08";"IA29IQS63679";1.0
"EOK7865765";"2021-03-05 11:34:00";"AO03";"BZ76ROL87339";1.0
"EOL5364970";"2023-06-05 19:10:00";"GF00";"MA30QLI76818";2.5
"EOM0424964";"2022-05-07 03:19:00";"NE15";"FY47TUN40300";1.0
"EOM0969823";"2020-12-08 08:27:00";"NE10";"OY94SZK34436";2.5
"EOM9156744";"2021-12-04 01:14:00";"GF00";"BY85QGR11636";2.5
"EOM9265987";"2021-01-01 22:16:00";"NE04";"LM86GYO69819";1.25
"EON9932522";"2019-04-12 04:14:00";"NE14";"EV77EDV52985";1.0
"EOO1130000";"2019-10-23 05:05:00";"AO17";"PE73VJU23485";2.8
"EOO1252831";"2019-10-02 15:33:00";"KO06";"FL13UMN92207";1.0
"EOO2454405";"2021-05-06 13:59:00";"AO08";"CR31GMR97972";2.8
"EOO7297478";"2020-05-08 21:58:00";"KO00";"ED51EWW52190";2.8
"EOO8932894";"2020-01-09 23:21:00";"NE07";"HR53SRO94328";2.8
"EOP6504400";"2020-11-26 03:34:00";"KO00";"EG95RTB75032";1.5
"EOQ5206027";"2019-09-11 13:09:00";"EG00";"LG64ARC91224";2.8
"EOR2651517";"2020-10-17 14:39:00";"AO09";"DV04FQL29609";3.1
"EOR5136552";"2020-04-02 01:43:00";"AO03";"UF84JOS00561";2.8
"EOR8113250";"2020-11-14 02:15:00";"AO07";"YL27IFD65117";2.0
"EOS6760761";"2020-11-09 10:17:00";"MR01";"BI87HYL81972";1.0
"EOT5772974";"2021-02-02 00:32:00";"GF00";"LM86GYO69819";2.8
"EOT5942196";"2019-04-12 12:33:00";"MR06";"BI87HYL81972";1.0
"EOT9078700";"2022-06-05 06:35:00";"OO10";"JF94VYA88954";2.8
"EOU6816573";"2019-10-07 19:27:00";"OO01";"AT19HLV57173";2.8
"EOU7613417";"2019-12-08 07:16:00";"AO06";"LG64ARC91224";13.0
"EOV4728672";"2021-01-05 17:01:00";"AO18";"AY38OQF67603";2.8
"EOV9935654";"2021-03-02 04:18:00";"GF00";"MA30QLI76818";2.5
"EOW1836119";"2022-07-01 07:23:00";"KO08";"HW75BKT77773";2.2
"EOW4183086";"2019-06-08 11:12:00";"NE00";"VX68BAR38623";1.5
"EOW8730727";"2021-05-06 22:43:00";"OO02";"XV40HUQ04740";3.1
"EOX0482097";"2023-06-07 20:16:00";"AO05";"RR73DWB65452";2.8
"EOX7100416";"2022-09-06 17:33:00";"NE09";"PM58XHX45588";1.5
"EOX9964699";"2020-02-01 07:24:00";"AO09";"TE24LCO18661";2.8
"EOY0399448";"2020-11-09 01:10:00";"OO13";"XF28DGK65250";1.0
"EOY0443964";"2022-09-02 03:43:00";"OO10";"AY38OQF67603";2.8
"EOY4841480";"2020-11-01 23:54:00";"NE06";"NY14GZR94632";2.8
"EPA2648781";"2019-08-06 04:33:00";"KO04";"BK77KNV91142";3.1
"EPA7489340";"2020-06-11 22:01:00";"OO07";"EE22TMX10817";2.0
"EPA8216777";"2021-11-10 00:06:00";"GF00";"MA30QLI76818";2.5
"EPB3874750";"2021-11-11 05:55:00";"GF00";"PF04UCA93312";3.1
"EPB4367156";"2020-11-04 01:24:00";"NE15";"PD45WOT56494";2.0
"EPC6038812";"2022-07-08 15:10:00";"KO06";"LG64ARC91224";2.0
"EPD2829655";"2022-11-06 14:51:00";"OO08";"QW79CHL42244";2.5
"EPD5564884";"2019-02-12 02:35:00";"GF00";"UF84JOS00561";2.8
"EPE3591834";"2022-10-09 20:00:00";"MR02";"QO68DIC93032";2.5
"EPE4212569";"2021-06-01 10:35:00";"OO03";"AT19HLV57173";3.1
"EPG1892985";"2022-02-04 07:10:00";"AO06";"DP11ENT03275";3.1
"EPG7048179";"2020-10-11 20:33:00";"GF00";"PF04UCA93312";3.1
"EPG8204480";"2021-02-03 04:00:00";"EG08";"XE59BZM26378";2.5
"EPG9231214";"2021-05-08 01:48:00";"KO06";"KB55KTM48860";2.5
"EPG9965495";"2019-10-17 15:05:00";"AO06";"KW50MJG67260";2.8
"EPI4847749";"2020-12-19 08:54:00";"KO06";"KB55KTM48860";2.5
"EPJ4306180";"2021-10-10 09:24:00";"OO02";"RK48BOP88344";2.8
"EPJ4467889";"2021-05-09 10:02:00";"AO19";"SU00RDZ36214";2.8
"EPJ4921365";"2021-10-23 15:18:00";"MR00";"QO68DIC93032";2.5
"EPK5945293";"2020-06-05 14:12:00";"MR00";"KF48RSD79865";2.8
"EPL1052994";"2019-10-03 06:30:00";"OO01";"JF94VYA88954";2.8
"EPM1009485";"2022-06-04 03:22:00";"AO17";"RR73DWB65452";2.8
"EPM2832915";"2020-08-04 00:25:00";"MR07";"QN23UHH39091";2.8
"EPN4469737";"2021-05-01 09:41:00";"GF00";"LM86GYO69819";2.8
"EPO3684534";"2021-09-06 21:51:00";"AO03";"HT62RDI04611";2.8
"EPO4120043";"2021-02-09 06:22:00";"MR05";"BZ76ROL87339";1.25
"EPO4334497";"2023-06-08 12:50:00";"AO02";"QW79CHL42244";2.8
"EPO6293092";"2020-01-01 02:20:00";"GF00";"KW50MJG67260";2.2
"EPP7378023";"2021-09-06 16:55:00";"AO14";"YL27IFD65117";2.0
"EPQ0602784";"2021-09-04 11:20:00";"NE07";"IA29IQS63679";1.0
"EPQ1403055";"2023-02-01 20:12:00";"NE07";"NY14GZR94632";2.8
"EPQ6832314";"2021-06-07 08:22:00";"NE14";"ZY93PCY41868";1.5
"EPR3531943";"2022-08-07 14:25:00";"OO13";"IC95TLY24827";2.0
"EPR6022654";"2021-06-03 07:18:00";"GF00";"UF84JOS00561";2.8
"EPS3978908";"2021-07-07 09:00:00";"AO10";"UF84JOS00561";2.8
"EPS4101465";"2021-04-04 22:38:00";"OO05";"LC72NRN52084";3.1
"EPS5835294";"2020-12-25 19:57:00";"OO03";"JF94VYA88954";2.8
"EPS9767093";"2020-12-29 02:02:00";"EG08";"VL67TFO75321";13.0
"EPT8336538";"2021-01-02 13:25:00";"NE16";"EV77EDV52985";1.0
"EPU1998550";"2022-03-02 17:19:00";"AO12";"UA13YTK28483";2.8
"EPU5754131";"2022-11-07 12:22:00";"MR02";"QN23UHH39091";2.8
"EPU7751244";"2019-12-05 08:48:00";"OO09";"AY38OQF67603";2.8
"EPU9167801";"2019-05-01 05:09:00";"MR05";"QN23UHH39091";2.8
"EPV1967000";"2020-04-08 17:37:00";"AO07";"DP11ENT03275";3.1
"EPV2153736";"2020-07-03 09:30:00";"AO02";"BZ76ROL87339";2.8
"EPV6224716";"2020-07-07 04:49:00";"GF00";"CP56DAO45598";2.8
"EPV7747466";"2022-12-09 01:28:00";"EG09";"XE59BZM26378";2.5
"EPW1715568";"2020-07-07 06:54:00";"OO00";"JF94VYA88954";2.8
"EPW8913175";"2020-11-10 11:22:00";"OO06";"BM25PHF40639";2.2
"EPX1011656";"2021-07-07 00:05:00";"NE04";"NZ35XLQ89678";1.5
"EPX1958067";"2020-01-05 14:00:00";"KO01";"QW79CHL42244";2.8
"EPY2774512";"2021-11-01 05:48:00";"NE10";"JV67MTI17124";2.5
"EPY4272454";"2019-01-10 19:18:00";"MR04";"BI87HYL81972";1.0
"EPY9008265";"2021-04-09 17:41:00";"OO02";"XV40HUQ04740";1.0
"EPY9349434";"2020-02-06 22:23:00";"EG06";"IN99SEN20660";2.8
"EPZ0287109";"2021-10-01 20:36:00";"OO01";"QR03XCJ37459";2.8
"EPZ1403041";"2020-08-03 05:14:00";"OO12";"QX75YWC61835";2.5
"EPZ4601220";"2019-10-14 10:02:00";"AO14";"BM25PHF40639";13.0
"EPZ4715655";"2020-03-03 15:03:00";"AO19";"PE73VJU23485";2.8
"EQA5279664";"2019-04-04 21:24:00";"OO04";"LC72NRN52084";3.1
"EQA6150191";"2021-07-07 20:55:00";"KO00";"QW79CHL42244";2.8
"EQB4749778";"2020-12-09 07:47:00";"OO03";"LC72NRN52084";3.1
"EQB8969553";"2021-05-08 02:47:00";"EG01";"TZ48CCW54765";3.1
"EQC2903465";"2020-01-08 20:25:00";"OO09";"AT19HLV57173";2.8
"EQC2962255";"2020-12-09 21:27:00";"NE07";"EG95RTB75032";2.8
"EQE6940164";"2021-06-05 03:54:00";"NE12";"VX68BAR38623";1.5
"EQF5703250";"2020-11-29 09:25:00";"MR00";"BI87HYL81972";1.0
"EQF8091739";"2020-10-09 01:44:00";"AO18";"OC94ASJ72024";1.0
"EQF9254223";"2020-11-07 10:24:00";"EG02";"MQ65WJJ60020";1.25
"EQG2766959";"2020-10-22 15:48:00";"MR02";"EZ65FLV39493";2.8
"EQG9809772";"2021-10-20 12:36:00";"MR03";"QO68DIC93032";2.5
"EQH4587322";"2020-10-09 21:02:00";"MR01";"QH15HWX24570";3.1
"EQI1135797";"2019-07-02 19:58:00";"MR03";"EZ65FLV39493";2.8
"EQI7050068";"2019-10-21 10:00:00";"KO09";"SU00RDZ36214";1.25
"EQI9509571";"2019-11-26 02:29:00";"EG06";"JD78PQD35395";1.0
"EQJ8223155";"2021-07-09 05:35:00";"OO12";"AY38OQF67603";2.8
"EQJ8568291";"2021-06-11 14:28:00";"KO09";"KB55KTM48860";2.5
"EQJ9610508";"2021-04-03 06:56:00";"OO11";"EM54HQI58682";2.8
"EQJ9833333";"2022-12-02 21:59:00";"AO11";"YL27IFD65117";2.0
"EQK4678042";"2020-10-02 08:03:00";"AO02";"QO68DIC93032";2.8
"EQK7538620";"2020-02-09 18:59:00";"MR07";"KF48RSD79865";2.8
"EQK7656920";"2022-07-06 19:35:00";"AO15";"BK77KNV91142";2.8
"EQK8183605";"2021-02-03 04:52:00";"OO04";"QR03XCJ37459";2.8
"EQK9170650";"2023-07-05 03:43:00";"EG10";"XE59BZM26378";2.5
"EQK9627072";"2022-03-03 02:33:00";"GF00";"UF84JOS00561";2.8
"EQL2569318";"2020-12-30 19:10:00";"NE00";"JV67MTI17124";2.2
"EQL7727312";"2021-07-03 19:28:00";"GF00";"IO09FGE68100";2.8
"EQM0039479";"2021-08-04 13:28:00";"NE11";"UP28MBM38391";1.0
"EQM1561278";"2021-10-04 08:36:00";"KO05";"RV87TIY76692";2.5
"EQN3078511";"2021-01-07 19:38:00";"AO10";"OY94SZK34436";2.8
"EQN8887952";"2020-11-17 06:08:00";"OO05";"LC72NRN52084";3.1
